The atomic number is   1.0000000000;

Radial grid: R(I) = RNT*(exp((I-1)*H)-1), I = 1, ..., N;

 RNT  =  2.000000000000D-06 Bohr radii;
 H    =  5.000000000000D-02 Bohr radii;
 N    =  590;
 R(1) =  0.000000000000D+00 Bohr radii;
 R(2) =  1.025421927520D-07 Bohr radii;
 R(N) =  1.233111896689D+07 Bohr radii.

Shell      e           p0        gamma         R           P           Q       MTP  SRC

  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3258D-04  0.6517D-04 -0.2378D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3435D-04  0.6871D-04 -0.2507D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3621D-04  0.7244D-04 -0.2643D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3817D-04  0.7636D-04 -0.2786D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4023D-04  0.8048D-04 -0.2936D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4240D-04  0.8481D-04 -0.3095D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4467D-04  0.8936D-04 -0.3261D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4707D-04  0.9415D-04 -0.3435D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4958D-04  0.9918D-04 -0.3619D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5223D-04  0.1045D-03 -0.3812D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5501D-04  0.1100D-03 -0.4015D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5793D-04  0.1159D-03 -0.4228D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6100D-04  0.1220D-03 -0.4452D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6423D-04  0.1285D-03 -0.4688D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6763D-04  0.1353D-03 -0.4936D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7120D-04  0.1424D-03 -0.5196D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7495D-04  0.1499D-03 -0.5470D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7889D-04  0.1578D-03 -0.5758D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8304D-04  0.1661D-03 -0.6061D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8740D-04  0.1748D-03 -0.6379D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9199D-04  0.1840D-03 -0.6714D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9680D-04  0.1936D-03 -0.7065D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1019D-03  0.2038D-03 -0.7435D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1072D-03  0.2144D-03 -0.7824D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1128D-03  0.2256D-03 -0.8232D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1187D-03  0.2374D-03 -0.8662D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1249D-03  0.2498D-03 -0.9113D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1314D-03  0.2628D-03 -0.9588D-06  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1382D-03  0.2764D-03 -0.1009D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1454D-03  0.2908D-03 -0.1061D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1530D-03  0.3059D-03 -0.1116D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1609D-03  0.3218D-03 -0.1174D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1693D-03  0.3385D-03 -0.1235D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1780D-03  0.3561D-03 -0.1299D-05  327  Hyd
